보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,file_type,sub_type,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27,원본_열_28,원본_열_29
신한라이프생명,신한모으고키우는변액연금보험(무배당),15,"36,000,000 원","41,140,795 원",114.28 %,"41,140,795 원","41,143,979 원",114.29 %,,,,,,,file_8.xls,html,variable_saving,신한라이프생명,신한모으고키우는변액연금보험(무배당),15,"36,000,000 원","41,140,795 원",114.28 %,"41,140,795 원","41,143,979 원",114.29 %,"41,143,979 원",-19.75 %,14.27 %,29.56 %,10.29 %,0.0093 %,0.02 %,0.00 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"해약환급금 예시기준: 40세, 남자, 60세 연금개시, 10년납, 월납, 기본보험료 30만원 보험기간 연금개시전 보험기간 : 가입시부터 연금지급개시나이 계약해당일 전일까지  연금개시후 보험기간 : 연금지급개시일부터 종신까지 다만, 약관에 따라 연금종류를 변경하는 경우에는 변경된 연금종류별로 아래에서 정한 기간을 ""연금개시후 보험기간""으로 합니다.  - 종신연금형/상속연금형: 연금지급개시일부터 종신까지  - 확정연금형: 연금지급개시일부터 최종연금지급일까지 가입나이  5년납: 0세 ~ (Min(연금개시나이,85세) – 년납 – 최소거치기간)세 (최소거치기간 5년)  7년납: 0세 ~ (Min(연금개시나이,85세) – 년납 – 최소거치기간)세 (최소거치기간 3년)  10/12/15/20/25/30년납: 0세 ~ (Min(연금개시나이,85세) – 년납 – 최소거치기간)세 (최소거치기간 1년) 연금지급개시나이: 30세~95세(다만, 부부연금형 남자의 경우 33세 ~ 95세) 펀드종류 - 국내채권군(MMF형, 국내채권형)  - 해외채권군(글로벌채권형,글로벌하이일드채권형)  - 국내주식군(성장주식형, 배당주식형, 가치주식형, 인덱스주식형Ⅱ)  - 해외주식군(글로벌주식형, 글로벌주식형Ⅱ, 글로벌ESG주식형(환오픈형), 미국주식형, 미국주식형Ⅱ, 미국배당주식형(환오픈형), 유로주식형, 일본주식형, 선진국주식형, 차이나주식형(홍콩), 차이나주식형(본토), 중국주식형, 베트남주식형, 이머징마켓주식형)  - 대안투자군(글로벌부동산인프라투자형(환오픈형), 골드투자형, 미국달러투자형, 글로벌헷지펀드배분형,글로벌멀티인컴형)  - 자산배분군(스마트자산배분형30, 스마트자산배분형50, 스마트자산배분형70, 자산배분R형)",1588-5580,,,,,
신한라이프생명,신한모으고키우는변액연금보험(무배당),20,"36,000,000 원","45,930,229 원",127.58 %,"45,930,229 원","45,935,471 원",127.60 %,,,,,,,file_8.xls,html,variable_saving,신한라이프생명,신한모으고키우는변액연금보험(무배당),20,"36,000,000 원","45,930,229 원",127.58 %,"45,930,229 원","45,935,471 원",127.60 %,"45,935,471 원",-25.04 %,27.58 %,53.87 %,11.29 %,0.0147 %,0.02 %,0.00 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"해약환급금 예시기준: 40세, 남자, 60세 연금개시, 10년납, 월납, 기본보험료 30만원 보험기간 연금개시전 보험기간 : 가입시부터 연금지급개시나이 계약해당일 전일까지  연금개시후 보험기간 : 연금지급개시일부터 종신까지 다만, 약관에 따라 연금종류를 변경하는 경우에는 변경된 연금종류별로 아래에서 정한 기간을 ""연금개시후 보험기간""으로 합니다.  - 종신연금형/상속연금형: 연금지급개시일부터 종신까지  - 확정연금형: 연금지급개시일부터 최종연금지급일까지 가입나이  5년납: 0세 ~ (Min(연금개시나이,85세) – 년납 – 최소거치기간)세 (최소거치기간 5년)  7년납: 0세 ~ (Min(연금개시나이,85세) – 년납 – 최소거치기간)세 (최소거치기간 3년)  10/12/15/20/25/30년납: 0세 ~ (Min(연금개시나이,85세) – 년납 – 최소거치기간)세 (최소거치기간 1년) 연금지급개시나이: 30세~95세(다만, 부부연금형 남자의 경우 33세 ~ 95세) 펀드종류 - 국내채권군(MMF형, 국내채권형)  - 해외채권군(글로벌채권형,글로벌하이일드채권형)  - 국내주식군(성장주식형, 배당주식형, 가치주식형, 인덱스주식형Ⅱ)  - 해외주식군(글로벌주식형, 글로벌주식형Ⅱ, 글로벌ESG주식형(환오픈형), 미국주식형, 미국주식형Ⅱ, 미국배당주식형(환오픈형), 유로주식형, 일본주식형, 선진국주식형, 차이나주식형(홍콩), 차이나주식형(본토), 중국주식형, 베트남주식형, 이머징마켓주식형)  - 대안투자군(글로벌부동산인프라투자형(환오픈형), 골드투자형, 미국달러투자형, 글로벌헷지펀드배분형,글로벌멀티인컴형)  - 자산배분군(스마트자산배분형30, 스마트자산배분형50, 스마트자산배분형70, 자산배분R형)",1588-5580,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_거치형,1,"50,000,000 원","48,532,256 원",97.06 %,"48,532,256 원","48,532,544 원",97.07 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_거치형,1,"50,000,000 원","48,532,256 원",97.06 %,"48,532,256 원","48,532,544 원",97.07 %,"48,532,544 원",-6.27 %,-2.93 %,-1.74 %,2.66 %,0.0007 %,0.09 %,2.69 %,0.00 %,거치,비유니버셜,일시납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 80세 2. 보험기간 : 종신 3. 납입기간 : 일시납 4. 납입주기 : 일시납 5. 납입한도 : 일시납 1,000만원 이상 (1구좌 기준 : 최저 1,000만원 이상 1억원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 55세, 연금개시 60세, 일시납, 일시납보험료 5,000만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_거치형,3,"50,000,000 원","47,470,263 원",94.94 %,"47,470,263 원","47,471,122 원",94.94 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_거치형,3,"50,000,000 원","47,470,263 원",94.94 %,"47,470,263 원","47,471,122 원",94.94 %,"47,471,122 원",-14.53 %,-5.05 %,-1.51 %,3.76 %,0.0022 %,0.30 %,8.61 %,0.00 %,거치,비유니버셜,일시납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 80세 2. 보험기간 : 종신 3. 납입기간 : 일시납 4. 납입주기 : 일시납 5. 납입한도 : 일시납 1,000만원 이상 (1구좌 기준 : 최저 1,000만원 이상 1억원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 55세, 연금개시 60세, 일시납, 일시납보험료 5,000만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_거치형,5,"50,000,000 원","46,546,079 원",93.09 %,"46,546,079 원","46,547,503 원",93.10 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_거치형,5,"50,000,000 원","46,546,079 원",93.09 %,"46,546,079 원","46,547,503 원",93.10 %,"46,547,503 원",-21.93 %,-6.90 %,-1.01 %,4.60 %,0.0036 %,0.50 %,14.64 %,0.00 %,거치,비유니버셜,일시납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 80세 2. 보험기간 : 종신 3. 납입기간 : 일시납 4. 납입주기 : 일시납 5. 납입한도 : 일시납 1,000만원 이상 (1구좌 기준 : 최저 1,000만원 이상 1억원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 55세, 연금개시 60세, 일시납, 일시납보험료 5,000만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,1,"3,600,000 원","3,293,672 원",91.49 %,"2,678,072 원","3,293,768 원",91.49 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,1,"3,600,000 원","3,293,672 원",91.49 %,"2,678,072 원","3,293,768 원",91.49 %,"2,678,168 원",-10.20 %,-8.50 %,-7.90 %,8.47 %,0.0033 %,0.05 %,1.33 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,3,"10,800,000 원","9,828,438 원",91.00 %,"9,418,038 원","9,828,724 원",91.01 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,3,"10,800,000 원","9,828,438 원",91.00 %,"9,418,038 원","9,828,724 원",91.01 %,"9,418,324 원",-13.69 %,-8.99 %,-7.27 %,8.47 %,0.0033 %,0.15 %,4.24 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,5,"18,000,000 원","16,293,720 원",90.52 %,"16,088,520 원","16,294,194 원",90.52 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,5,"18,000,000 원","16,293,720 원",90.52 %,"16,088,520 원","16,294,194 원",90.52 %,"16,088,994 원",-16.99 %,-9.47 %,-6.64 %,8.47 %,0.0033 %,0.25 %,7.16 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,10,"36,000,000 원","32,157,761 원",89.33 %,"32,157,761 원","32,158,698 원",89.33 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,10,"36,000,000 원","32,157,761 원",89.33 %,"32,157,761 원","32,158,698 원",89.33 %,"32,158,698 원",-24.53 %,-10.67 %,-5.03 %,8.47 %,0.0033 %,0.50 %,14.51 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,15,"36,000,000 원","31,129,933 원",86.47 %,"31,129,933 원","31,132,270 원",86.48 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,15,"36,000,000 원","31,129,933 원",86.47 %,"31,129,933 원","31,132,270 원",86.48 %,"31,132,270 원",-38.69 %,-13.52 %,-2.27 %,8.97 %,0.0083 %,1.03 %,29.73 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,20,"36,000,000 원","30,129,210 원",83.69 %,"30,129,210 원","30,132,909 원",83.70 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나로 THE 연결된 변액연금보험Ⅱ_적립형,20,"36,000,000 원","30,129,210 원",83.69 %,"30,129,210 원","30,132,909 원",83.70 %,"30,132,909 원",-50.28 %,-16.30 %,0.57 %,9.47 %,0.0133 %,1.57 %,45.46 %,0.00 %,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나뿐인 변액연금보험_적립형,1,"3,600,000 원","3,293,672 원",91.49 %,"2,678,072 원","3,293,768 원",91.49 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나뿐인 변액연금보험_적립형,1,"3,600,000 원","3,293,672 원",91.49 %,"2,678,072 원","3,293,768 원",91.49 %,"2,678,168 원",-10.20 %,-8.50 %,-7.90 %,8.47 %,0.0033 %,0.05 %,1.33 %,-,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나뿐인 변액연금보험_적립형,3,"10,800,000 원","9,828,438 원",91.00 %,"9,418,038 원","9,828,724 원",91.01 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나뿐인 변액연금보험_적립형,3,"10,800,000 원","9,828,438 원",91.00 %,"9,418,038 원","9,828,724 원",91.01 %,"9,418,324 원",-13.69 %,-8.99 %,-7.27 %,8.47 %,0.0033 %,0.15 %,4.24 %,-,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나뿐인 변액연금보험_적립형,5,"18,000,000 원","16,293,720 원",90.52 %,"16,088,520 원","16,294,194 원",90.52 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나뿐인 변액연금보험_적립형,5,"18,000,000 원","16,293,720 원",90.52 %,"16,088,520 원","16,294,194 원",90.52 %,"16,088,994 원",-16.99 %,-9.47 %,-6.64 %,8.47 %,0.0033 %,0.25 %,7.16 %,-,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나뿐인 변액연금보험_적립형,10,"36,000,000 원","32,157,761 원",89.33 %,"32,157,761 원","32,158,698 원",89.33 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나뿐인 변액연금보험_적립형,10,"36,000,000 원","32,157,761 원",89.33 %,"32,157,761 원","32,158,698 원",89.33 %,"32,158,698 원",-24.53 %,-10.67 %,-5.03 %,8.47 %,0.0033 %,0.50 %,14.51 %,-,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나뿐인 변액연금보험_적립형,15,"36,000,000 원","31,129,933 원",86.47 %,"31,129,933 원","31,132,270 원",86.48 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나뿐인 변액연금보험_적립형,15,"36,000,000 원","31,129,933 원",86.47 %,"31,129,933 원","31,132,270 원",86.48 %,"31,132,270 원",-38.69 %,-13.52 %,-2.27 %,8.97 %,0.0083 %,1.03 %,29.73 %,-,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
하나생명,(무)하나뿐인 변액연금보험_적립형,20,"36,000,000 원","30,129,210 원",83.69 %,"30,129,210 원","30,132,909 원",83.70 %,,,,,,,file_8.xls,html,variable_saving,하나생명,(무)하나뿐인 변액연금보험_적립형,20,"36,000,000 원","30,129,210 원",83.69 %,"30,129,210 원","30,132,909 원",83.70 %,"30,132,909 원",-50.28 %,-16.30 %,0.57 %,9.47 %,0.0133 %,1.57 %,45.46 %,-,적립,비유니버셜,월납,대면채널,2026-01-01,"1. 가입나이 : 0세 ~ 71세 2. 보험기간 : 종신 3. 납입기간 : 5년납/7년납/10년납/12년납 이상 4. 납입주기 : 월납 5. 납입한도 : 월납보험료 최소 5년납,7년납 - 30만원 이상/10년납 이상 - 20만원 이상 (1구좌 기준 : 최저 20만원 이상 1,000만원 이하) 6. 펀드유형 : 국내주식형/글로벌채권형/글로벌Dynamix형/글로벌자산배분형/MMF형/글로벌하이일드채권형/글로벌컨슈머형/글로벌4차산업성장형/국내채권형/AI글로벌주식혼합70형/중국주식형/글로벌배당주식형/미국국채형/AI미국채권형/AI미국주식형/AI글로벌AllWeather형/AI글로벌주식형/AI글로벌TOP3섹터주식형/글로벌ESG주식형/미국그로스주식형/글로벌Tech주식형/글로벌헬스사이언스주식형/글로벌고수익채권형 7. 해약환급금 예시기준 : 40세, 연금개시 60세, 10년납, 월납, 기본보험료 월 30만원, 투자수익률 연2.50%(순수익률 -0.50%)",1577-1112,,,,,
